book_id,price,ori_price,img1,name
29393537,64.60,66.00,http://img3m7.ddimg.cn/41/34/29393537-1_l_5.jpg,人间修炼指南（当当专享贴纸！千万粉丝喜爱的“硬核男人”半佛仙
28481444,37.20,38.00,http://img3m4.ddimg.cn/35/28/28481444-1_l_9.jpg,活法
25229707,39.80,39.80,http://img3m7.ddimg.cn/52/36/25229707-1_l_25.jpg,早起的奇迹
29139774,22.70,42.00,http://img3m4.ddimg.cn/15/17/29139774-1_l_20.jpg,少有人走的路：心智成熟的旅程（白金升级版）
25276520,47.40,49.00,http://img3m0.ddimg.cn/38/7/25276520-1_l_13.jpg,即兴演讲 掌控人生关键时刻（樊登读书创始人樊登博士倾力推荐！）
25278339,26.00,29.80,http://img3m9.ddimg.cn/75/13/25278339-1_l_26.jpg,吸引力法则（稻盛和夫推荐学习的课程。掌握吸引力法则是创造梦想
28524228,107.70,110.00,http://img3m8.ddimg.cn/51/3/28524228-1_l_8.jpg,勇气两部曲: 被讨厌的勇气+幸福的勇气
29295726,58.60,59.80,http://img3m6.ddimg.cn/42/14/29295726-1_l_7.jpg,认知驱动：做成一件对他人很有用的事
20104118,13.40,22.80,http://img3m8.ddimg.cn/89/20/20104118-1_l_3.jpg,生命的重建（心灵导师路易丝.海的成名代表作，献给你的改变生命之
24034746,37.20,38.00,http://img3m6.ddimg.cn/21/27/24034746-1_l_17.jpg,微习惯: 简单到不可能失败的自我管理法则
25070228,44.10,45.00,http://img3m8.ddimg.cn/62/27/25070228-1_l_22.jpg,关键对话：如何高效能沟通（原书第2版）（珍藏版） 团购电话:400
20465714,23.00,36.00,http://img3m4.ddimg.cn/38/15/20465714-1_l_4.jpg,塔木德
29302061,35.60,39.80,http://img3m1.ddimg.cn/41/22/29302061-1_l_16.jpg,心的重建(5周年纪念版，加赠精美笔记本*1+书签*2)：生命中的失去
25268456,39.20,45.00,http://img3m6.ddimg.cn/92/9/25268456-1_l_3.jpg,富有的习惯
22859328,21.60,28.00,http://img3m8.ddimg.cn/30/25/22859328-1_l_4.jpg,洛克菲勒留给儿子的38封信
28518073,53.90,55.00,http://img3m3.ddimg.cn/34/27/28518073-1_l_4.jpg,幸福的勇气：“自我启发之父”阿德勒的哲学课2 全新印刷版
25350593,37.20,58.00,http://img3m3.ddimg.cn/59/6/25350593-1_l_3.jpg,认知天性：让学习轻而易举的心理学规律（亚马逊年度学习畅销书，
29125207,41.90,42.80,http://img3m7.ddimg.cn/1/28/29125207-1_l_6.jpg,逻辑学入门：清晰思考、理性生活的88个逻辑学常识
23566280,28.80,32.00,http://img3m0.ddimg.cn/23/18/23566280-1_l_19.jpg,果麦经典：人性的弱点（薛之谦推荐，畅销200万册，全译本忠实还原
29284247,121.10,188.00,http://img3m7.ddimg.cn/47/5/29284247-1_l_14.jpg,穷查理宝典：查理·芒格智慧箴言录（典藏版）（致中国新一代价值
25154520,86.10,88.00,http://img3m0.ddimg.cn/6/33/25154520-1_l_29.jpg,沟通的艺术（插图修订第15版）
29315225,44.20,59.00,http://img3m5.ddimg.cn/38/14/29315225-1_l_18.jpg,拆掉思维里的墙（白金升级版）
27909224,29.50,36.00,http://img3m4.ddimg.cn/35/13/27909224-1_l_3.jpg,格局（新版）：思维决定出路，格局决定结局
29399828,46.40,69.00,http://img3m8.ddimg.cn/95/35/29399828-1_l_6.jpg,框架思维：高手做事的方法，深度思考，看清底层逻辑的思维工具
28518072,53.90,55.00,http://img3m2.ddimg.cn/33/26/28518072-1_l_8.jpg,被讨厌的勇气：“自我启发之父”阿德勒的哲学课 岸见一郎
29389443,44.10,45.00,http://img3m3.ddimg.cn/6/10/29389443-1_l_9.jpg,极简学习法（考试高分的秘密，上百位清北学霸学习方法大公开）
29302272,48.10,59.80,http://img3m2.ddimg.cn/54/11/29302272-1_l_10.jpg,非暴力沟通（修订版）
29233018,57.80,59.00,http://img3m8.ddimg.cn/1/21/29233018-1_l_19.jpg,刻意练习：如何从新手到大师
27931206,48.90,49.90,http://img3m6.ddimg.cn/39/17/27931206-1_l_580.jpg,人间值得（90岁心理医生恒子奶奶写给生活的哲思小书。十点读书、
28979183,43.40,79.00,http://img3m3.ddimg.cn/2/6/28979183-1_l_30.jpg,高效能人士的七个习惯（30周年纪念版）（全新增订版）（新增《纽
25201859,31.40,32.00,http://img3m9.ddimg.cn/23/12/25201859-1_l_29.jpg,钝感力（渡边淳一经典励志大作！央视新闻、《奇葩说》鼎力推荐，
23394853,28.60,32.80,http://img3m3.ddimg.cn/64/12/23394853-1_l_37.jpg,人生没什么不可放下：弘一法师的人生智慧（弘一法师彻悟一生的人
29119834,55.00,59.80,http://img3m4.ddimg.cn/73/20/29119834-1_l_12.jpg,认知觉醒：开启自我改变的原动力
29389876,29.40,69.00,http://img3m6.ddimg.cn/43/36/29389876-1_l_15.jpg,阅读的方法（罗胖罗振宇的新书来了！这本书里有让你爱上阅读的方
26490676,40.50,45.00,http://img3m6.ddimg.cn/58/8/26490676-1_l_7.jpg,亲密关系：通往灵魂的桥梁（新版）：杨天真推荐，这本书告诉我们
29272806,45.90,49.00,http://img3m6.ddimg.cn/90/34/29272806-1_l_48.jpg,这世界很好，但你也不差（打破满意度低幸福感差，这世界真叫人疲
29251809,37.60,69.00,http://img3m9.ddimg.cn/81/16/29251809-1_l_45.jpg,沟通的方法（畅销50万册 得到CEO脱不花为你准备的沟通心法，助你
29347383,30.70,46.00,http://img3m3.ddimg.cn/21/19/29347383-1_l_4.jpg,这世界很烦，但你要很可爱 专享版（只要你可爱，这个世界也会变得
26482259,43.20,45.00,http://img3m9.ddimg.cn/56/27/26482259-1_l_15.jpg,断舍离（2019新版，全新修订50%以上内容）宫崎骏、张德芬、李冰冰
29002852,54.80,55.00,http://img3m2.ddimg.cn/10/32/29002852-1_l_13.jpg,学习高手（90后哈佛耶鲁高分毕业生超实用学习法）
29393537,64.60,66.00,http://img3m7.ddimg.cn/41/34/29393537-1_l_5.jpg,人间修炼指南（当当专享贴纸！千万粉丝喜爱的“硬核男人”半佛仙
28481444,37.20,38.00,http://img3m4.ddimg.cn/35/28/28481444-1_l_9.jpg,活法
25229707,39.80,39.80,http://img3m7.ddimg.cn/52/36/25229707-1_l_25.jpg,早起的奇迹
29139774,22.70,42.00,http://img3m4.ddimg.cn/15/17/29139774-1_l_20.jpg,少有人走的路：心智成熟的旅程（白金升级版）
25349758,54.80,56.00,http://img3m8.ddimg.cn/16/22/25349758-1_l_6.jpg,掌控谈话（，咪蒙书单书）
25327429,57.80,59.00,http://img3m9.ddimg.cn/61/4/25327429-1_l_2.jpg,太傻天书
25085193,12.30,26.80,http://img3m3.ddimg.cn/78/7/25085193-1_l_3.jpg,读美文库2017-回话的技术 特别会说话，特别会回话。说服沟通汇报
23797275,15.00,32.80,http://img3m5.ddimg.cn/51/22/23797275-1_l_10.jpg,洛克菲勒写给儿子的38封信 洛克菲勒留给儿子的38封信 畅销图书 经
29365663,58.60,59.80,http://img3m3.ddimg.cn/85/21/29365663-1_l_4.jpg,65种微习惯 轻松掌控你的行为、思维和情绪
29317782,45.90,49.00,http://img3m2.ddimg.cn/21/18/29317782-1_l_14.jpg,明天，我想重新喜欢上自己(停止精神内耗，重新喜欢自己。今日头条
29196710,35.10,46.00,http://img3m0.ddimg.cn/26/10/29196710-1_l_25.jpg,这世界很烦，但你要很可爱（只要你可爱，这个世界也会变得可爱）
24015725,25.00,32.80,http://img3m5.ddimg.cn/8/24/24015725-1_l_24.jpg,你的善良必须有点锋芒
23339272,41.10,42.00,http://img3m2.ddimg.cn/22/5/23339272-1_l_8.jpg,活法（精装珍藏版）
29244500,43.00,52.00,http://img3m0.ddimg.cn/98/33/29244500-1_l_12.jpg,慢慢变富：让人生更富有的金钱与工作法则（松浦弥太郎写给普通人
27852773,66.20,69.00,http://img3m3.ddimg.cn/14/24/27852773-1_l_2.jpg,秘书工作手记2 怎样写出好公文
24022654,29.00,38.00,http://img3m4.ddimg.cn/7/34/24022654-1_l_12.jpg,最怕你一生碌碌无为，还安慰自己平凡可贵
29172010,29.10,59.00,http://img3m0.ddimg.cn/76/26/29172010-1_l_4.jpg,中国式应酬应酬是门技术活应酬书籍饭局技巧餐桌礼仪人际交往技巧
29271963,49.80,49.90,http://img3m3.ddimg.cn/39/5/29271963-1_l_17.jpg,特别会说话的人都这样说话（看过这141个案例，职场会说话，办事就
29390884,44.20,59.00,http://img3m4.ddimg.cn/61/8/29390884-1_l_2.jpg,当下的力量（白金版）埃克哈特?托利经典之作，我们这个时代具有影
29286747,35.90,59.80,http://img3m7.ddimg.cn/72/26/29286747-1_l_20.jpg,意志力红利：让你说到做到的底层逻辑
29248231,33.80,59.00,http://img3m1.ddimg.cn/67/27/29248231-1_l_6.jpg,高效能人士的第八个习惯：从效能迈向卓越（打开每个人和每个组织
29139019,19.90,39.80,http://img3m9.ddimg.cn/52/2/29139019-1_l_12.jpg,逻辑表达力
27871839,57.10,59.00,http://img3m9.ddimg.cn/72/35/27871839-1_l_19.jpg,学会写作 自我进阶的高效方法
27849854,37.20,38.00,http://img3m4.ddimg.cn/65/28/27849854-1_l_9.jpg,世界上最伟大的推销员（新版）（风靡当今西方世界的商业圣经 营销
25190150,95.80,99.00,http://img3m0.ddimg.cn/95/32/25190150-1_l_3.jpg,大学之路 陪女儿在美国选大学 第二版
29392467,42.70,56.00,http://img3m7.ddimg.cn/60/0/29392467-1_l_6.jpg,给40岁后更好的自己（迎向人生后半场，重新定义生命的意义）
29258217,49.80,49.80,http://img3m7.ddimg.cn/54/23/29258217-1_l_21.jpg,大女生（杨澜2021重磅新书，大胆做自己，大步走四方，写给女性的
29152634,50.90,52.00,http://img3m4.ddimg.cn/5/1/29152634-1_l_5.jpg,《魔力》（2020年全新精装修订版，《The Secret秘密》系列作者、
29113213,38.70,58.00,http://img3m3.ddimg.cn/85/22/29113213-1_l_2.jpg,新东方 在成长的路上全力奔跑
28977141,116.80,136.00,http://img3m1.ddimg.cn/39/36/28977141-1_l_5.jpg,人性的弱点全集+人性的优点全集（套装共2册！收录卡耐基115篇初始
25321348,23.10,42.00,http://img3m8.ddimg.cn/19/28/25321348-1_l_22.jpg,高效学习（“日本学习之神”和田秀树的学习之道）
25283252,19.80,36.00,http://img3m2.ddimg.cn/38/5/25283252-1_l_9.jpg,接纳不完美的自己
25203298,27.00,45.00,http://img3m8.ddimg.cn/76/8/25203298-1_l_3.jpg,幸福，从接纳开始--林青贤经典幸福语录(一)
25114331,20.90,38.00,http://img3m1.ddimg.cn/11/26/25114331-1_l_14.jpg,FBI教你读心术：钻石升级版
23958931,35.30,36.00,http://img3m1.ddimg.cn/40/25/23958931-1_l_27.jpg,如何有效阅读一本书:超实用笔记读书法
22757209,25.60,28.00,http://img3m9.ddimg.cn/79/26/22757209-1_l_1.jpg,"自我观察：第四道入门手册,同时工作于人的身体、理智与情感的修行"
28539879,63.50,69.00,http://img3m9.ddimg.cn/60/3/28539879-1_l_15.jpg,你值得过更好的生活（全新修订本）
29365612,34.20,45.00,http://img3m2.ddimg.cn/34/7/29365612-1_l_7.jpg,有逻辑地说话：掌握说话之道，变身口才达人
29357897,38.20,39.00,http://img3m7.ddimg.cn/41/25/29357897-1_l_1.jpg,盔甲骑士：为自己出征
29287506,36.60,42.00,http://img3m6.ddimg.cn/39/8/29287506-1_l_1.jpg,意林合订本2021年13期-18期（总第70卷）（升级版）
29174563,27.70,48.00,http://img3m3.ddimg.cn/55/26/29174563-1_l_25.jpg,如何成为一个会学习的人（同时提高专注力、记忆力和思考力的高效
29149226,170.50,310.00,http://img3m6.ddimg.cn/62/34/29149226-1_l_29.jpg,少有人走的路(1-8册)全集套装
29120932,38.20,39.00,http://img3m2.ddimg.cn/82/8/29120932-1_l_11.jpg,番茄工作法图解 简单易行的时间管理方法
28551825,42.10,45.00,http://img3m5.ddimg.cn/27/35/28551825-1_l_22.jpg,热爱可抵岁月漫长（老杨的猫头鹰2020年全新作品，做一个自己喜欢
29251079,46.00,48.00,http://img3m9.ddimg.cn/44/26/29251079-1_l_7.jpg,时间管理（“简单有趣的个人管理”书系全系列累计销量近百万，随
28537239,39.00,39.80,http://img3m9.ddimg.cn/93/27/28537239-1_l_5.jpg,时间管理：超好用的68个时间管理技巧
23762423,22.80,39.80,http://img3m3.ddimg.cn/47/24/23762423-1_l_12.jpg,精力管理：管理精力，而非时间 互联网 时代顺势腾飞的关键(团购，
21000646,28.60,35.00,http://img3m6.ddimg.cn/73/1/21000646-1_l_5.jpg,羊皮卷大全集（畅销珍藏本）
29133280,115.50,118.00,http://img3m0.ddimg.cn/55/35/29133280-1_l_49.jpg,你想过怎样的一生？第十六届文津奖推荐图书！年度心灵治愈绘本，
28481138,55.70,64.00,http://img3m8.ddimg.cn/26/18/28481138-1_l_7.jpg,潜意识的力量(全2册）知名潜意识导师约瑟夫·墨菲详解潜意识
23556612,39.00,39.00,http://img3m2.ddimg.cn/57/7/23556612-1_l_1.jpg,[曾仕强作品]情绪的奥秘（曾仕强教授剖析中国人心性特点，教你管
28524140,49.80,49.80,http://img3m0.ddimg.cn/62/26/28524140-1_l_9.jpg,感恩日记(新版)：每天5分钟书写感恩，练习爱的能力
27859241,45.80,49.80,http://img3m1.ddimg.cn/47/17/27859241-1_l_3.jpg,摩西奶奶：人生永远没有太晚的开始（湖南卫视《我们来了》谢娜大
29343796,56.80,58.00,http://img3m6.ddimg.cn/97/21/29343796-1_l_15.jpg,复杂世界的明白人（在变局时代，看清努力方向！）
23200886,30.30,39.80,http://img3m6.ddimg.cn/38/36/23200886-1_l_10.jpg,高效演讲：斯坦福备受欢迎的沟通课
29288001,42.00,42.00,http://img3m1.ddimg.cn/39/22/29288001-1_l_10.jpg,李诞脱口秀工作手册（李诞分享创作经验！创意是智力活儿，也是体
29256092,65.20,68.00,http://img3m2.ddimg.cn/8/7/29256092-1_l_10.jpg,愿你的青春不负梦想（2021全新修订版！梦想导师俞敏洪写给千万年
29213735,24.50,25.00,http://img3m5.ddimg.cn/23/15/29213735-1_l_3.jpg,巴比伦最富有的人(别为金钱焦虑丛书)
28983463,28.60,49.90,http://img3m3.ddimg.cn/25/31/28983463-1_l_12.jpg,情绪管理：管理情绪，而不是被情绪管理（陈坤：你是否找到了自己
27875034,51.40,59.00,http://img3m4.ddimg.cn/0/11/27875034-1_l_13.jpg,钝感力（典藏版）
29400446,45.90,49.00,http://img3m6.ddimg.cn/20/24/29400446-1_l_10.jpg,你不能等到生活不再艰难了，才决定开始快乐（日子有毒，快乐是解
29345387,58.60,59.80,http://img3m7.ddimg.cn/5/21/29345387-1_l_9.jpg,超越期待：松浦弥太郎的人生经营原则
29268836,67.50,69.80,http://img3m6.ddimg.cn/80/23/29268836-1_l_17.jpg,卡片笔记写作法：如何实现从阅读到写作
29148343,76.40,78.00,http://img3m3.ddimg.cn/70/2/29148343-1_l_4.jpg,无限可能：快速唤醒你的学习脑
29400444,45.90,49.00,http://img3m4.ddimg.cn/18/22/29400444-1_l_17.jpg,入口的东西和爱的人，要心花怒放才行（人生所求，不过饱餐与被爱
29389960,58.60,59.80,http://img3m0.ddimg.cn/28/9/29389960-1_l_6.jpg,演讲三绝：开场抓人、中场服人、收场动人
29388087,26.00,29.80,http://img3m7.ddimg.cn/36/23/29388087-1_l_5.jpg,人性的弱点（全新修订版，现代人认识自己的一本书！提高情商和沟
29386362,67.60,69.00,http://img3m2.ddimg.cn/93/0/29386362-1_l_5.jpg,超级学习者
29339980,115.50,118.00,http://img3m0.ddimg.cn/43/16/29339980-1_l_14.jpg,你想与谁相伴一生？感动全球亿万人的暖心治愈绘本，《 你想过怎样
29146201,35.60,45.00,http://img3m1.ddimg.cn/7/6/29146201-1_l_5.jpg,自律的你真美：内附60幅超萌漫画，轻松打败拖延和逃避
28983536,46.00,48.00,http://img3m6.ddimg.cn/98/30/28983536-1_l_9.jpg,蔡康永的说话之道（热销500万册的国民阅读经典！蔡康永2020年亲自
28479587,34.20,39.80,http://img3m7.ddimg.cn/59/21/28479587-1_l_5.jpg,人性的弱点
27887470,32.10,45.00,http://img3m0.ddimg.cn/61/15/27887470-1_l_3.jpg,你一学就会的思维导图（新版）
25229317,27.90,32.00,http://img3m7.ddimg.cn/58/16/25229317-1_l_22.jpg,潜意识的力量:（影响人类进步的自励经典“墨菲信托”授权修订版）
24164419,31.40,49.00,http://img3m9.ddimg.cn/4/15/24164419-1_l_23.jpg,好好说话：新鲜有趣的话术精进技巧（团购，请致电400-106-6666转
23995186,34.20,48.00,http://img3m6.ddimg.cn/61/20/23995186-1_l_11.jpg,演讲的力量
23839363,22.70,29.80,http://img3m3.ddimg.cn/64/4/23839363-1_l_3.jpg,把信送给加西亚（精装插图版）（团购，请致电010-57993380）
23754178,24.90,35.00,http://img3m8.ddimg.cn/19/30/23754178-1_l_1.jpg,最重要的事，只有一件（帮助你从混乱状态中逃脱；省时、高效；增
23685108,24.40,28.00,http://img3m8.ddimg.cn/51/2/23685108-1_l_17.jpg,吸引力法则：新版（为自己的生命吸引健康、财富和幸福...美好事物
23465354,20.90,36.00,http://img3m4.ddimg.cn/77/28/23465354-1_l_5.jpg,在绝望中寻找希望：俞敏洪写给迷茫不安的年轻人（亲笔撰写半自传
23998793,35.40,39.80,http://img3m3.ddimg.cn/5/1/23998793-1_l_14.jpg,九型人格 : 职场高品质沟通的艺术
28553957,54.30,59.00,http://img3m7.ddimg.cn/80/21/28553957-1_l_16.jpg,富在工作（全新修订本）
29219299,50.90,52.00,http://img3m9.ddimg.cn/43/29/29219299-1_l_15.jpg,情绪自由 人生更轻盈（华语世界深具影响力个人成长作家张德芬重磅
29205081,37.40,39.80,http://img3m1.ddimg.cn/81/19/29205081-1_l_24.jpg,学会自学：学会学习本身，比学什么都重要
25210870,19.90,39.80,http://img3m0.ddimg.cn/25/32/25210870-1_l_9.jpg,演讲与口才22堂自我训练课
23568568,23.00,32.00,http://img3m8.ddimg.cn/34/12/23568568-1_l_4.jpg,非暴力沟通实践篇：任何场合都能平和而高效地沟通
28539922,63.50,69.00,http://img3m2.ddimg.cn/4/9/28539922-1_l_22.jpg,开悟者眼中的生命真相（全新修订本）
29377292,38.00,49.80,http://img3m2.ddimg.cn/32/32/29377292-1_l_13.jpg,你笑起来就是好天气：温暖治愈了百万粉丝的减压书，无数“打工人
29375813,47.00,48.00,http://img3m3.ddimg.cn/38/33/29375813-1_l_5.jpg,不要用别人的脑子思考你的人生（当当专享签名版，知名畅销书作家
29332505,56.80,58.00,http://img3m5.ddimg.cn/92/15/29332505-1_l_4.jpg,重生手记 修订本（李开复、毕淑敏、何裕民、于莺郑重推荐，凌志军
29321076,66.60,68.00,http://img3m6.ddimg.cn/48/19/29321076-1_l_7.jpg,逻辑说服力：说重点拿结果的5P法则
29203076,36.90,55.00,http://img3m6.ddimg.cn/56/12/29203076-1_l_3.jpg,一念之转：四句话改变你的人生（全新升级版）
28971004,39.80,39.80,http://img3m4.ddimg.cn/40/4/28971004-1_l_7.jpg,别生气啦（陈坤、梁靖康推荐，108个管理情绪的简单方法，风靡日韩
28484067,53.20,58.00,http://img3m7.ddimg.cn/84/24/28484067-1_l_3.jpg,彼岸风景（俞敏洪2019全新作品）
25349498,30.30,39.80,http://img3m8.ddimg.cn/53/21/25349498-1_l_10.jpg,常与同好争高下，不与傻瓜论短长（老杨的猫头鹰2018年最新作品，
25186557,82.50,150.00,http://img3m7.ddimg.cn/66/28/25186557-1_l_16.jpg,少有人走的路(全4册) 全新整理版
23830934,39.00,39.00,http://img3m4.ddimg.cn/50/11/23830934-1_l_15.jpg,按自己的意愿过一生（励志偶像潇洒姐铿锵新作，步步勇猛，步步淋
23708799,82.70,96.00,http://img3m9.ddimg.cn/81/13/23708799-1_l_6.jpg,断舍离+断舍离（心灵篇）+自在力 套装（全三册）
23506327,24.10,36.00,http://img3m7.ddimg.cn/64/5/23506327-1_l_6.jpg,为人三会：会做人会说话会办事（去梯言系列）+3堂课30个步骤100种
28497129,35.10,46.00,http://img3m9.ddimg.cn/78/25/28497129-1_l_2.jpg,逆向思维:如何化解你内心的焦虑
26914724,30.30,39.80,http://img3m4.ddimg.cn/89/36/26914724-1_l_7.jpg,这世界很烦，但你要很可爱（抵抗丧穷衰丑，生活给你的这些暗示你
25536731,38.00,49.90,http://img3m1.ddimg.cn/77/34/25536731-1_l_7.jpg,好好接话（会说话是优势，会接话才是本事！）
25159650,40.20,42.00,http://img3m0.ddimg.cn/87/20/25159650-1_l_20.jpg,让成长带你穿透迷茫（俞敏洪全新作品）
24100031,37.30,39.80,http://img3m1.ddimg.cn/65/7/24100031-1_l_26.jpg,不如去闯
24026269,30.00,32.00,http://img3m9.ddimg.cn/58/23/24026269-1_l_43.jpg,所谓情商高，就是会说话
23427909,26.00,29.80,http://img3m9.ddimg.cn/54/27/23427909-1_l_3.jpg,刘墉家书：做个快乐读书人（作家刘墉力作，势必影响每一个家庭的
24029099,35.80,39.80,http://img3m9.ddimg.cn/17/4/24029099-1_l_35.jpg,作家榜经典：把信送给加西亚
26919013,48.40,55.00,http://img3m3.ddimg.cn/22/33/26919013-1_l_17.jpg,认知：所谓成长就是认知升级
25083820,38.30,45.00,http://img3m0.ddimg.cn/91/3/25083820-1_l_5.jpg,为自己的性格找份工作：九型人格与职业生涯规划
29188793,57.80,59.00,http://img3m3.ddimg.cn/29/11/29188793-1_l_14.jpg,PPT演讲力 重要时刻 不要输在表达上
29164972,50.90,52.00,http://img3m2.ddimg.cn/67/18/29164972-1_l_22.jpg,爱到极致是放手：2020年全新修订版（华语世界深具影响力个人成长
27882245,41.40,45.00,http://img3m5.ddimg.cn/83/7/27882245-1_l_1.jpg,反内耗：如何化解我们内心的冲突（焦虑、纠结、自责、悔恨……这
25309094,41.10,45.00,http://img3m4.ddimg.cn/41/21/25309094-1_l_3.jpg,深度思维：透过复杂直抵本质的跨越式成长方法论（那些高手从未告
25208817,32.90,39.80,http://img3m7.ddimg.cn/51/14/25208817-1_l_5.jpg,记忆宫殿：一本书快速提升记忆力
27872570,48.00,48.00,http://img3m0.ddimg.cn/11/26/27872570-1_l_6.jpg,为自己读书
25094344,47.00,49.00,http://img3m4.ddimg.cn/22/19/25094344-1_l_5.jpg,别独自用餐 ：85%的成功来自高效的社交能力（十周年修订珍藏版）
29397124,124.10,126.80,http://img3m4.ddimg.cn/64/32/29397124-1_l_1.jpg,刻意学习3册套装：极简学习法+高效学习+学会自学
29389062,43.40,49.80,http://img3m2.ddimg.cn/21/36/29389062-1_l_22.jpg,我爱这星河滚烫的人间（戴建业、梁永安、李尚龙、张小涛等大咖隆
29365606,37.90,49.80,http://img3m6.ddimg.cn/28/1/29365606-1_l_5.jpg,坏心情自愈法：一本写给高敏感族的自我疗伤手册
29347249,75.80,79.00,http://img3m9.ddimg.cn/85/33/29347249-1_l_11.jpg,秘书工作手记3：学会办事
29115593,73.40,79.90,http://img3m3.ddimg.cn/89/34/29115593-1_l_28.jpg,我离开之后：一个母亲写给女儿的人生指南，以及那些来不及说的爱
28984274,94.00,96.00,http://img3m4.ddimg.cn/44/28/28984274-1_l_9.jpg,蔡康永的说话之道套装 全2册（当当亲笔签名版，蔡康永2020年亲自
26922275,50.00,58.00,http://img3m5.ddimg.cn/17/2/26922275-1_l_8.jpg,人生海海，劈浪前行
25103409,34.90,49.00,http://img3m9.ddimg.cn/78/19/25103409-1_l_18.jpg,跃迁：成为高手的技术 古典新书（引发你的爆发式成长！揭秘高手如
23458812,39.30,42.00,http://img3m2.ddimg.cn/69/35/23458812-1_l_9.jpg,100个基本:松浦弥太郎的人生信条（100个简单、亲和的基本生活理念
/9335072,25.90,29.80,http://img3m2.ddimg.cn/65/9/9335072-1_l_18.jpg,硅谷禁书
29340821,44.30,59.00,http://img3m1.ddimg.cn/92/6/29340821-1_l_10.jpg,趁着年轻，我偏要勉强（勉强不是永远对抗，我们好只在不得不说“
28983492,29.20,45.00,http://img3m2.ddimg.cn/54/23/28983492-1_l_7.jpg,谁动了我的奶酪？
25338018,41.10,42.00,http://img3m8.ddimg.cn/57/11/25338018-1_l_4.jpg,好好说话，好好生活
29347963,44.10,45.00,http://img3m3.ddimg.cn/7/7/29347963-1_l_25.jpg,普通女孩（我不介意普通，这是我的人生！樊登读书会、都靓力荐作
29219809,35.80,39.80,http://img3m9.ddimg.cn/58/21/29219809-1_l_22.jpg,麦肯锡笔记术（附赠精美笔记本）
29160834,39.60,52.00,http://img3m4.ddimg.cn/87/24/29160834-1_l_47.jpg,小瞬间：关于爱与自由的心理笔记（心理学平台KnowYourself创始人
29160389,36.60,42.00,http://img3m9.ddimg.cn/38/23/29160389-1_l_6.jpg,只要滚烫的人生
28968137,40.10,52.00,http://img3m7.ddimg.cn/44/23/28968137-1_l_35.jpg,戒了吧，拖延症（80万册精装纪念版）
28523273,25.20,48.00,http://img3m3.ddimg.cn/86/10/28523273-1_l_8.jpg,一年顶十年（剽悍一只猫重磅作品！）
27864590,46.00,52.80,http://img3m0.ddimg.cn/50/1/27864590-1_l_8.jpg,精进：如何成为一个很厉害的人（全新修订精装版）
27863272,19.80,39.80,http://img3m2.ddimg.cn/19/15/27863272-1_l_19.jpg,如何有效阅读（樊登读书、十点读书力荐）
