detail_id,order_id,book_id,amount,price
123,10000065,3635606316,1,111.0
124,10000166,373073712,1,104.0
125,10000166,452260116,1,52.0
126,10000166,449912639,1,117.0
127,10000186,440224675,1,83.0
128,10000186,590416677,1,86.0
129,10000270,345435273,1,104.0
130,10000279,373028814,1,74.0
131,10000323,740722298,1,173.0
132,10000326,684822644,1,114.0
133,10000340,373030940,1,60.0
134,10000416,553276700,1,140.0
135,10000416,812506561,1,56.0
136,10000422,671669958,1,91.0
137,10000461,380727129,1,108.0
138,10000461,14023313,1,140.0
139,10000559,316812471,1,100.0
140,10000559,553274503,1,53.0
141,10000642,449227421,1,60.0
142,10000642,452274427,1,127.0
143,10000642,60191872,1,196.0
144,10000648,802733441,1,179.0
145,10000648,3548201407,1,125.0
146,10000867,671027360,1,187.0
147,10000967,345376579,1,121.0
148,10000967,786863137,1,121.0
149,10001034,883590395,1,114.0
150,10001034,316168688,1,187.0
151,10001034,931866111,1,115.0
152,10001125,140373489,1,166.0
153,10001246,590435744,1,71.0
154,10001498,679453067,1,76.0
155,10001532,684801523,1,101.0
156,10001532,1853260851,1,138.0
157,10001532,671741209,1,86.0
158,10001856,440422310,1,121.0
159,10001876,515118656,1,123.0
160,10001983,312963009,1,101.0
161,10001983,394800303,1,112.0
162,10000200,380726246,1,126.0
163,10000223,553378864,1,52.0
164,10000223,451406265,1,134.0
165,10000744,1558749209,1,94.0
166,10000838,440236738,1,98.0
167,10000889,440225698,1,85.0
168,10001092,345301110,1,60.0
169,10001094,553380095,1,181.0
170,10001094,671525751,1,180.0
171,10001176,553576186,1,197.0
172,10001176,553263978,1,71.0
173,10001218,425138240,1,82.0
174,10001218,39914417,1,114.0
175,10001491,34528643,1,100.0
176,10001491,460873164,1,139.0
177,10001530,446603422,1,172.0
178,10001590,571197639,1,60.0
179,10001605,3499228033,1,68.0
180,10001626,812513711,1,69.0
181,10001626,671784684,1,131.0
182,10001718,20530902,1,142.0
183,10001718,64400018,1,127.0
184,10001718,515122408,1,129.0
185,10001827,679826424,1,132.0
186,10001827,848715098,1,84.0
187,10001863,743444531,1,66.0
188,10001863,688031269,1,123.0
189,10000153,140119906,1,115.0
190,10000159,37575993,1,157.0
191,10000159,671877836,1,80.0
192,10000159,60976845,1,186.0
193,10000182,399148248,1,162.0
194,10000182,786005270,1,119.0
195,10000190,1413702740,1,197.0
196,10000205,747250081,1,82.0
197,10000205,1891603124,1,85.0
198,10000205,2130507395,1,59.0
199,10000313,373898460,1,135.0
200,10000313,671003755,1,143.0
201,10000395,380791978,1,68.0
202,10000395,425184323,1,143.0
203,10000436,451525345,1,135.0
204,10000436,425184129,1,129.0
205,10000436,425176932,1,85.0
206,10000593,140115234,1,197.0
207,10000593,812967240,1,138.0
208,10000593,1564145549,1,116.0
209,10000663,671003941,1,76.0
210,10000663,679409750,1,59.0
211,10000672,679457356,1,146.0
212,10000697,60915544,1,117.0
213,10000717,380633132,1,135.0
214,10000720,37591174,1,158.0
215,10000762,316776963,1,91.0
216,10000762,671776134,1,140.0
217,10000956,451458265,1,108.0
218,10001164,42511306,1,89.0
219,10001240,739421751,1,191.0
220,10001240,449003795,1,52.0
221,10001243,380763990,1,117.0
222,10001301,385490925,1,146.0
223,10001301,74320803,1,87.0
224,10001301,380813017,1,74.0
225,10001417,425185400,1,52.0
226,10001417,618015841,1,85.0
227,10001417,6016848,1,114.0
228,10001503,440418496,1,189.0
229,10001549,440240808,1,82.0
230,10001549,886777828,1,113.0
231,10001549,553204548,1,59.0
232,10001602,515124214,1,113.0
233,10001602,874778883,1,122.0
234,10001602,553261908,1,119.0
235,10001628,262680025,1,120.0
236,10000139,811832139,1,75.0
237,10000345,486225038,1,77.0
238,10000345,671244280,1,89.0
239,10000345,688147526,1,174.0
240,10000435,525939695,1,91.0
241,10000435,151421935,1,174.0
242,10000522,416009514,1,51.0
243,10000936,345413938,1,88.0
244,10000936,201354934,1,140.0
245,10000936,449006344,1,82.0
246,10000945,449910237,1,174.0
247,10000945,743227107,1,119.0
248,10001003,875966357,1,153.0
249,10001016,3404123689,1,108.0
250,10001089,425177351,1,120.0
251,10001197,671867806,1,179.0
252,10001197,345313860,1,144.0
253,10001227,425175472,1,185.0
254,10001227,330280376,1,158.0
255,10001274,316666009,1,196.0
256,10001438,394850017,1,162.0
257,10001744,843948302,1,115.0
258,10001744,767900111,1,58.0
259,10001786,312313810,1,140.0
260,10001786,67169507,1,130.0
261,10001797,312950934,1,141.0
262,10001797,451524411,1,69.0
263,10001844,380789035,1,165.0
264,10001844,821752855,1,113.0
265,10001953,679750185,1,129.0
266,10001953,60987049,1,116.0
267,10000113,42518630,1,50.0
268,10000121,380899531,1,140.0
269,10000121,156007754,1,112.0
270,10000202,373117523,1,125.0
271,10000248,61099147,1,140.0
272,10000299,670843318,1,168.0
273,10000299,1840235780,1,166.0
274,10000304,1853261874,1,196.0
275,10000304,439064872,1,139.0
276,10000304,307987868,1,140.0
277,10000335,61062154,1,161.0
278,10000335,142300497,1,196.0
279,10000336,440362660,1,101.0
280,10000336,425084361,1,119.0
281,10000337,393035646,1,94.0
282,10000463,373707533,1,113.0
283,10000463,553262149,1,125.0
284,10000704,525944214,1,123.0
285,10000775,373483511,1,60.0
286,10000775,446515493,1,127.0
287,10000775,786867345,1,112.0
288,10000778,684802090,1,132.0
289,10000778,689714335,1,121.0
290,10000843,684854759,1,178.0
291,10001010,69401642,1,50.0
292,10001010,3492045170,1,75.0
293,10001258,425134350,1,180.0
294,10001258,786012633,1,56.0
295,10001298,821740458,1,115.0
296,10001298,440235146,1,127.0
297,10001547,140440445,1,69.0
298,10001547,38081191,1,104.0
299,10001547,451456769,1,88.0
300,10001577,671793535,1,174.0
301,10001577,399529306,1,181.0
302,10001661,399142282,1,173.0
303,10001705,307126226,1,113.0
304,10001705,849911796,1,113.0
305,10001798,451205561,1,113.0
306,10001910,345337662,1,142.0
307,10000023,937611018,1,82.0
308,10000029,3257230001,1,111.0
309,10000039,440204208,1,60.0
310,10000068,743456378,1,124.0
311,10000068,416126421,1,102.0
312,10000124,843947489,1,149.0
313,10000124,886779766,1,102.0
314,10000124,312878435,1,127.0
315,10000138,553294903,1,80.0
316,10000138,449901998,1,158.0
317,10000594,553278355,1,124.0
318,10000612,425188310,1,141.0
319,10000612,375412824,1,83.0
320,10000758,679732497,1,115.0
321,10000758,671733877,1,181.0
322,10000891,375504397,1,82.0
323,10000906,373708378,1,146.0
324,10001038,449002470,1,68.0
325,10001265,517594404,1,143.0
326,10001265,399501487,1,138.0
327,10001330,425163407,1,166.0
328,10001330,393035433,1,126.0
329,10001336,8401499046,1,124.0
330,10001336,345450892,1,113.0
331,10001440,812507274,1,83.0
332,10001440,786887001,1,145.0
333,10001444,435082035,1,91.0
334,10001554,140236287,1,82.0
335,10001583,553260960,1,94.0
336,10001823,679745688,1,135.0
337,10001823,3596150655,1,80.0
338,10001923,307995089,1,153.0
339,10001923,525946241,1,104.0
340,10001923,425152235,1,173.0
341,10000120,55357258,1,56.0
342,10000120,3499131803,1,60.0
343,10000506,786001550,1,169.0
344,10000506,451160959,1,60.0
345,10000506,425179613,1,102.0
346,10000591,373197187,1,146.0
347,10000726,1572972173,1,101.0
348,10000726,446611611,1,121.0
349,10000763,385417845,1,111.0
350,10000763,761305106,1,141.0
351,10001019,964352907,1,87.0
352,10001019,373255616,1,142.0
353,10001021,618341617,1,85.0
354,10001021,912656735,1,120.0
355,10001077,1893896064,1,113.0
356,10001223,345391055,1,108.0
357,10001223,86442471,1,140.0
358,10001223,671024728,1,146.0
359,10001232,8434840472,1,128.0
360,10001343,380817195,1,53.0
361,10001343,739429345,1,169.0
362,10001409,765340747,1,85.0
363,10001409,525470832,1,104.0
364,10001448,452272319,1,140.0
365,10001560,931188237,1,88.0
366,10001560,684843323,1,94.0
367,10001678,345434692,1,68.0
368,10001824,385335482,1,58.0
369,10001824,310354110,1,124.0
370,10001877,385471998,1,174.0
371,10001877,307130118,1,124.0
372,10001898,684195984,1,110.0
373,10001932,307204022,1,169.0
374,10001949,316666343,1,113.0
375,10001957,2070322831,1,113.0
376,10000237,345443284,1,189.0
377,10000530,440984459,1,80.0
378,10000824,440235774,1,85.0
379,10001058,877736588,1,101.0
380,10001156,30975891,1,60.0
381,10001156,586204369,1,71.0
382,10001282,812570944,1,112.0
383,10001358,307062236,1,149.0
384,10001358,525940499,1,110.0
385,10001358,345382846,1,69.0
386,10001455,373122926,1,105.0
387,10001681,394576152,1,59.0
388,10001681,553580906,1,120.0
389,10001681,345451260,1,186.0
390,10001695,671737805,1,185.0
391,10001795,140241930,1,108.0
392,10001795,60173289,1,115.0
393,10001926,816143374,1,74.0
394,10001930,684826127,1,134.0
395,10001930,880294906,1,91.0
396,10001930,553347233,1,146.0
397,10000204,737020490,1,60.0
398,10000277,440217466,1,110.0
399,10000277,385334931,1,165.0
400,10000277,946014027,1,135.0
401,10000473,609603086,1,52.0
402,10000473,140075968,1,164.0
403,10000473,60932678,1,82.0
404,10000532,312979886,1,66.0
405,10000618,60809248,1,117.0
406,10000618,373196431,1,100.0
407,10000618,441002056,1,113.0
408,10000640,375724834,1,56.0
409,10000640,425148297,1,113.0
410,10000649,738206792,1,122.0
411,10000649,307022390,1,165.0
412,10000652,312915799,1,174.0
413,10000696,373291558,1,129.0
414,10000696,679432965,1,126.0
415,10000788,553571885,1,177.0
416,10000788,380013207,1,191.0
417,10000943,345377443,1,85.0
418,10000975,61000043,1,141.0
419,10001214,59012899,1,69.0
420,10001214,380799006,1,181.0
421,10001214,312289901,1,98.0
422,10001618,158062524,1,117.0
423,10001687,440415489,1,117.0
424,10001687,1851526781,1,97.0
425,10001687,1573225517,1,121.0
426,10001773,971880107,1,68.0
427,10001778,671628259,1,77.0
428,10001904,380778556,1,108.0
429,10001904,553213148,1,140.0
430,10000026,679777431,1,125.0
431,10000026,55380202,1,143.0
432,10000026,446604801,1,66.0
433,10000072,140244824,1,134.0
434,10000074,933087535,1,50.0
435,10000075,451190750,1,102.0
436,10000075,445408642,1,72.0
437,10000080,441172717,1,122.0
438,10000127,743460529,1,71.0
439,10000127,553280368,1,111.0
440,10000127,1551668939,1,128.0
441,10000188,316197416,1,138.0
442,10000397,441790348,1,102.0
443,10000397,765346524,1,125.0
444,10000607,786862564,1,115.0
445,10000607,679853065,1,140.0
446,10000607,590474812,1,113.0
447,10000613,8432039985,1,82.0
448,10000654,830816550,1,115.0
449,10000753,3822855499,1,99.0
450,10000753,448126346,1,189.0
451,10000753,1853261726,1,107.0
452,10000895,743444779,1,105.0
453,10000895,310200059,1,138.0
454,10000895,64409422,1,52.0
455,10000961,671024248,1,144.0
456,10000961,670910619,1,124.0
457,10000994,340427205,1,80.0
458,10001080,394837320,1,95.0
459,10001113,394494156,1,119.0
460,10001140,805037977,1,180.0
461,10001144,684831546,1,56.0
462,10001144,8880891766,1,68.0
463,10001144,812523385,1,146.0
464,10001161,440414806,1,94.0
465,10001161,451183665,1,111.0
466,10001172,440217865,1,140.0
467,10001172,552998486,1,80.0
468,10001172,486270572,1,53.0
469,10001193,395395844,1,98.0
470,10001193,553582526,1,140.0
471,10001193,312956207,1,138.0
472,10001236,3499133040,1,112.0
473,10001236,899670202,1,119.0
474,10001236,812509242,1,80.0
475,10001253,671534718,1,100.0
476,10001302,312984820,1,52.0
477,10001302,1853260622,1,101.0
478,10001309,60508108,1,179.0
479,10001447,1857022424,1,83.0
480,10001447,425192652,1,125.0
481,10001474,393312461,1,168.0
482,10001474,55328987,1,104.0
483,10001569,440114764,1,95.0
484,10001884,1550134140,1,101.0
485,10001914,451452569,1,98.0
486,10001914,786813725,1,197.0
487,10000375,312308450,1,115.0
488,10000409,671011367,1,75.0
489,10000409,1551669447,1,82.0
490,10000468,879975083,1,91.0
491,10000468,451188454,1,53.0
492,10000567,449236560,1,126.0
493,10000684,394718380,1,168.0
494,10000845,385314698,1,80.0
495,10000845,671872362,1,125.0
496,10000903,671524313,1,153.0
497,10000944,440224861,1,131.0
498,10000944,843950900,1,69.0
499,10001032,385484275,1,119.0
500,10001050,425083837,1,74.0
501,10001065,525942068,1,128.0
502,10001065,380795590,1,178.0
503,10001198,440114330,1,132.0
504,10001198,671894455,1,52.0
505,10001485,1561381705,1,68.0
506,10001622,3257232551,1,117.0
507,10001663,451178017,1,128.0
508,10001663,345339711,1,149.0
509,10001885,440188415,1,143.0
510,10001895,375505547,1,108.0
511,10001908,1400040442,1,121.0
512,10001908,553290568,1,140.0
513,10000012,916773221,1,198.0
514,10000012,451128168,1,187.0
515,10000210,671870955,1,145.0
516,10000210,553576801,1,86.0
517,10000210,449216977,1,140.0
518,10000325,1859580238,1,115.0
519,10000556,440241413,1,80.0
520,10000556,1853262102,1,85.0
521,10000556,449213323,1,120.0
522,10000589,440940001,1,101.0
523,10000683,55328942,1,113.0
524,10000683,449207463,1,59.0
525,10000683,425178234,1,71.0
526,10000766,671003119,1,88.0
527,10000780,373700067,1,109.0
528,10000905,807576743,1,69.0
529,10001373,834800799,1,178.0
530,10001379,898798728,1,145.0
531,10001526,515118656,1,123.0
532,10001535,8440679319,1,105.0
533,10001639,345381734,1,165.0
534,10001760,821772902,1,166.0
535,10001760,523403542,1,185.0
536,10001839,449210928,1,129.0
537,10001839,3404148576,1,117.0
538,10001839,679425241,1,82.0
539,10001917,60191813,1,135.0
540,10001917,345325850,1,110.0
541,10001978,312042671,1,50.0
542,10001991,679433317,1,138.0
543,10000021,440220602,1,127.0
544,10000021,836217012,1,143.0
545,10000021,679731725,1,164.0
546,10000081,156364654,1,140.0
547,10000117,1403309027,1,187.0
548,10000128,375727345,1,91.0
549,10000219,879515058,1,114.0
550,10000318,312907575,1,91.0
551,10000437,42517736,1,165.0
552,10000617,55305340,1,59.0
553,10000626,425175405,1,60.0
554,10000774,1573225789,1,100.0
555,10000774,373062079,1,111.0
556,10000774,1580082297,1,127.0
557,10000781,679733167,1,114.0
558,10000784,553270184,1,108.0
559,10000813,373226810,1,127.0
560,10000813,2266064886,1,86.0
561,10000842,451209710,1,181.0
562,10000974,140042334,1,63.0
563,10001054,812570928,1,53.0
564,10001084,670827762,1,113.0
565,10001084,449207463,1,59.0
566,10001084,330339125,1,50.0
567,10001119,449212653,1,83.0
568,10001119,441010296,1,104.0
569,10001162,345313860,1,144.0
570,10001162,385335830,1,119.0
571,10001186,1853260002,1,112.0
572,10001192,1574862537,1,169.0
573,10001234,3442445736,1,158.0
574,10001234,64407691,1,56.0
575,10001283,385489102,1,113.0
576,10001342,439064872,1,139.0
577,10001771,451410386,1,67.0
578,10001880,345275861,1,146.0
579,10001880,28609867,1,185.0
580,10001936,345377443,1,85.0
581,10001936,60930535,1,121.0
582,10001936,373264186,1,58.0
583,10000018,460877356,1,52.0
584,10000018,380784157,1,56.0
585,10000090,345389220,1,85.0
586,10000162,811802981,1,161.0
587,10000197,156010879,1,158.0
588,10000225,1550224220,1,140.0
589,10000225,753505843,1,140.0
590,10000384,385490992,1,140.0
591,10000515,440498058,1,91.0
592,10000515,61050415,1,59.0
593,10000547,805006796,1,52.0
594,10000547,425164462,1,69.0
595,10000547,399148027,1,119.0
596,10000664,553274554,1,104.0
597,10000664,515130389,1,115.0
598,10000664,440928397,1,108.0
599,10000802,345433017,1,98.0
600,10000802,553375407,1,146.0
601,10000857,515056448,1,67.0
602,10000992,738201731,1,113.0
603,10001123,684853507,1,117.0
604,10001123,809498502,1,176.0
605,10001266,3570003256,1,129.0
606,10001266,2290321095,1,102.0
607,10001325,316289124,1,101.0
608,10001325,515093203,1,89.0
609,10001603,385306024,1,140.0
610,10001603,671880187,1,174.0
611,10001867,64640361,1,139.0
612,10000226,866226761,1,127.0
613,10000236,904681351,1,197.0
614,10000236,893011150,1,56.0
615,10000276,60554894,1,82.0
616,10000276,316135321,1,169.0
617,10000344,553560581,1,60.0
618,10000353,31023008,1,113.0
619,10000414,312915934,1,158.0
620,10000414,440241073,1,98.0
621,10000574,679741836,1,165.0
622,10000574,671704966,1,184.0
623,10000686,971880107,1,68.0
624,10000686,440221315,1,146.0
625,10000686,451203976,1,80.0
626,10000728,312974167,1,58.0
627,10000745,373224273,1,59.0
628,10000745,441302742,1,86.0
629,10000745,140274146,1,129.0
630,10000785,1860463681,1,165.0
631,10001107,821771175,1,113.0
632,10001135,671217291,1,60.0
633,10001251,60801921,1,196.0
634,10001251,922915040,1,97.0
635,10001286,373106556,1,138.0
636,10001286,449147525,1,117.0
637,10001296,2253155039,1,80.0
638,10001296,345361792,1,67.0
639,10001340,1577484517,1,68.0
640,10001340,671758896,1,115.0
641,10001423,373196652,1,135.0
642,10001466,671021001,1,115.0
643,10001466,446603929,1,124.0
644,10001545,330349678,1,153.0
645,10001698,312040598,1,53.0
646,10001698,880387599,1,50.0
647,10001698,449214729,1,114.0
648,10001746,345409973,1,143.0
649,10001911,37344169,1,117.0
650,10001911,738204420,1,127.0
651,10000115,451202724,1,197.0
652,10000130,373246080,1,113.0
653,10000319,670030988,1,165.0
654,10000524,8421741012,1,135.0
655,10000524,42505473,1,115.0
656,10000524,345459202,1,74.0
657,10000541,312974256,1,68.0
658,10000811,449243052,1,56.0
659,10000811,747244405,1,52.0
660,10000883,399146164,1,135.0
661,10000977,582077842,1,131.0
662,10001132,813314194,1,143.0
663,10001132,1568655258,1,72.0
664,10001137,80661711,1,127.0
665,10001147,373271247,1,126.0
666,10001147,439084113,1,146.0
667,10001247,618131612,1,130.0
668,10001247,812043650,1,125.0
669,10001353,67974388,1,181.0
670,10001353,1863402292,1,76.0
671,10001353,590660543,1,198.0
672,10001367,446360872,1,119.0
673,10001406,965437108,1,111.0
674,10001406,1558744606,1,99.0
675,10001575,505521830,1,102.0
676,10001575,60167718,1,138.0
677,10001575,316528587,1,102.0
678,10001611,553255371,1,143.0
679,10001631,256133255,1,120.0
680,10001631,449219364,1,127.0
681,10001631,671443283,1,198.0
682,10001736,451164881,1,178.0
683,10001741,373471556,1,153.0
684,10001741,552132543,1,114.0
685,10001741,515128554,1,191.0
686,10001813,140186409,1,114.0
687,10001813,345394259,1,117.0
688,10001813,553212087,1,80.0
689,10000057,812516478,1,130.0
690,10000057,670837571,1,59.0
691,10000105,345416325,1,131.0
692,10000203,679446265,1,186.0
693,10000216,525465421,1,181.0
694,10000327,64400034,1,162.0
695,10000399,670894885,1,187.0
696,10000399,399142789,1,66.0
697,10000575,373708327,1,168.0
698,10000575,486404293,1,122.0
699,10000586,373185073,1,165.0
700,10000752,804119724,1,101.0
701,10000837,440224705,1,76.0
702,10000837,64472264,1,74.0
703,10000901,553248642,1,183.0
704,10000901,812508491,1,100.0
705,10000901,425184234,1,108.0
706,10001079,684810387,1,189.0
707,10001079,801082447,1,101.0
708,10001153,449244172,1,115.0
709,10001153,373765010,1,50.0
710,10001252,380725940,1,108.0
711,10001252,449000745,1,76.0
712,10001252,553802135,1,112.0
713,10001375,451159276,1,125.0
714,10001375,451452259,1,187.0
715,10001375,446363383,1,168.0
716,10001493,553582127,1,101.0
717,10001493,679738711,1,165.0
718,10001493,553578588,1,189.0
719,10001566,679802169,1,181.0
720,10001566,446605239,1,166.0
721,10001566,2005018,1,100.0
722,10001659,345402871,1,142.0
723,10001659,743207467,1,196.0
724,10001659,743421574,1,165.0
725,10001969,971438021,1,88.0
726,10001969,252005554,1,117.0
727,10001969,375410538,1,85.0
728,10000010,451185110,1,100.0
729,10000082,345422384,1,104.0
730,10000089,440129389,1,113.0
731,10000094,312853602,1,59.0
732,10000094,886778271,1,129.0
733,10000471,399151648,1,115.0
734,10000471,446359866,1,189.0
735,10000732,385245793,1,82.0
736,10000779,747275882,1,56.0
737,10000779,786814403,1,76.0
738,10000803,821768050,1,121.0
739,10000803,393318923,1,140.0
740,10000808,441010512,1,50.0
741,10000808,140714073,1,168.0
742,10001087,843925663,1,146.0
743,10001087,345440641,1,105.0
744,10001087,679772677,1,161.0
745,10001141,385320825,1,180.0
746,10001235,618130500,1,140.0
747,10001235,373258178,1,176.0
748,10001419,571152805,1,85.0
749,10001542,345336291,1,101.0
750,10001542,820438057,1,120.0
751,10001542,440152305,1,122.0
752,10001581,836218817,1,149.0
753,10001581,70064601,1,184.0
754,10001581,312274920,1,51.0
755,10001670,316284955,1,120.0
756,10001680,553210823,1,111.0
757,10001739,448095122,1,101.0
758,10001990,380703890,1,91.0
759,10000201,1551664364,1,88.0
760,10000201,140211578,1,197.0
761,10000217,879800380,1,80.0
762,10000451,671510053,1,97.0
763,10000599,374158177,1,111.0
764,10000599,448405202,1,108.0
765,10000599,373230184,1,91.0
766,10000665,812589122,1,66.0
767,10000847,440237300,1,169.0
768,10000847,553249835,1,174.0
769,10001004,875426913,1,85.0
770,10001005,1400034779,1,126.0
771,10001005,60294671,1,122.0
772,10001213,42510429,1,142.0
773,10001313,373707827,1,52.0
774,10001313,684815230,1,140.0
775,10001318,306808544,1,80.0
776,10001354,553560441,1,80.0
777,10001385,373790635,1,113.0
778,10001551,345365399,1,181.0
779,10001551,425080021,1,178.0
780,10001617,872861430,1,187.0
781,10001619,1582340854,1,142.0
782,10001619,486270556,1,153.0
783,10001694,1585670707,1,112.0
784,10001740,525947132,1,135.0
785,10001740,767904095,1,169.0
786,10001740,20518609,1,68.0
787,10001767,446519138,1,100.0
788,10001980,671024280,1,59.0
789,10001980,528835513,1,95.0
790,10001980,747260214,1,105.0
791,10000295,679735666,1,185.0
792,10000401,425182886,1,140.0
793,10000484,517500345,1,104.0
794,10000484,668060492,1,125.0
795,10000484,590473328,1,56.0
796,10000535,1564587290,1,186.0
797,10000535,60965835,1,105.0
798,10000632,340530421,1,111.0
799,10000632,971880107,1,68.0
800,10000641,1586602934,1,143.0
801,10000641,836220730,1,146.0
802,10000641,91581112,1,187.0
803,10000693,812564863,1,86.0
804,10000902,345333748,1,114.0
805,10000902,767908708,1,77.0
806,10000933,553576194,1,140.0
807,10000933,891348417,1,114.0
808,10000933,14043187,1,134.0
809,10001091,380977788,1,142.0
810,10001091,76073979,1,112.0
811,10001091,914984209,1,53.0
812,10001118,60932147,1,140.0
813,10001118,821742841,1,80.0
814,10001287,449005615,1,134.0
815,10001418,316693251,1,51.0
816,10001418,440201926,1,115.0
817,10001418,385313632,1,122.0
818,10001497,51770739,1,191.0
819,10001497,140081038,1,104.0
820,10001497,671559826,1,119.0
821,10001516,590108425,1,74.0
822,10001553,375727345,1,91.0
823,10001553,840778007,1,168.0
824,10001553,394404289,1,144.0
825,10001613,316776963,1,91.0
826,10001960,452282276,1,153.0
827,10001960,231129505,1,63.0
828,10000002,812532570,1,117.0
829,10000053,886774543,1,168.0
830,10000054,312867867,1,168.0
831,10000054,752843303,1,126.0
832,10000209,671550578,1,187.0
833,10000381,895775832,1,100.0
834,10000381,449147738,1,145.0
835,10000381,446532231,1,108.0
836,10000438,743253388,1,77.0
837,10000438,67972026,1,119.0
838,10000438,451163508,1,134.0
839,10000450,38071843,1,131.0
840,10000464,679429220,1,119.0
841,10000513,375503854,1,129.0
842,10000703,451169530,1,59.0
843,10000703,932813747,1,108.0
844,10000772,446610038,1,100.0
845,10000772,8421611828,1,50.0
846,10000890,60928336,1,139.0
847,10000890,373259719,1,168.0
848,10000890,385247192,1,88.0
849,10000899,1879181274,1,67.0
850,10000949,451403703,1,144.0
851,10000964,800601823,1,187.0
852,10001074,394824725,1,104.0
853,10001105,446606189,1,105.0
854,10001105,743450612,1,127.0
855,10001188,425182878,1,119.0
856,10001322,375703063,1,177.0
857,10001329,68482471,1,121.0
858,10001329,773721924,1,113.0
859,10001393,440402158,1,97.0
860,10001393,684853035,1,104.0
861,10001453,439136350,1,119.0
862,10001453,821719351,1,100.0
863,10001582,451524985,1,121.0
864,10001604,61030597,1,101.0
865,10001604,553579606,1,125.0
866,10001710,764504983,1,142.0
867,10000183,451524934,1,161.0
868,10000246,590568825,1,53.0
869,10000378,1577656768,1,113.0
870,10000423,688093043,1,140.0
871,10000505,312250428,1,53.0
872,10000557,525483500,1,77.0
