order_id,user_id,date,status,payment
10000059,237199,2017-06-23 00:00:00,2,119.0
10000060,117907,2017-05-31 00:00:00,2,300.0
10000061,37520,2017-04-03 00:00:00,0,180.0
10000062,120698,2017-05-29 00:00:00,0,238.0
10000063,68610,2017-06-07 00:00:00,1,255.0
10000064,85407,2017-05-17 00:00:00,2,80.0
10000065,10112,2017-04-04 00:00:00,2,489.0
10000066,50270,2017-05-20 00:00:00,1,427.0
10000067,241842,2017-04-26 00:00:00,0,209.0
10000068,143600,2017-04-09 00:00:00,2,226.0
10000069,31885,2017-05-23 00:00:00,2,375.0
10000070,171549,2017-06-23 00:00:00,1,206.0
10000071,34910,2017-06-19 00:00:00,0,82.0
10000072,257546,2017-04-13 00:00:00,1,134.0
10000073,51047,2017-05-06 00:00:00,0,239.0
10000074,188545,2017-04-13 00:00:00,2,50.0
10000075,225288,2017-04-13 00:00:00,2,174.0
10000076,141199,2017-06-02 00:00:00,2,215.0
10000077,203500,2017-06-27 00:00:00,2,420.0
10000078,113862,2017-06-20 00:00:00,2,89.0
10000079,267224,2017-06-07 00:00:00,2,276.0
10000080,244076,2017-04-13 00:00:00,2,122.0
10000081,183268,2017-04-16 00:00:00,1,140.0
10000082,145232,2017-04-21 00:00:00,2,104.0
10000083,125580,2017-06-24 00:00:00,2,125.0
10000084,86827,2017-05-10 00:00:00,0,162.0
10000085,45500,2017-05-19 00:00:00,1,210.0
10000086,132520,2017-06-20 00:00:00,2,94.0
10000087,26676,2017-05-14 00:00:00,0,127.0
10000088,215621,2017-05-11 00:00:00,0,191.0
10000089,47549,2017-04-21 00:00:00,1,113.0
10000090,264570,2017-04-17 00:00:00,1,85.0
10000091,52173,2017-05-20 00:00:00,0,190.0
10000092,252929,2017-06-05 00:00:00,2,134.0
10000093,164837,2017-05-01 00:00:00,2,187.0
10000094,50838,2017-04-21 00:00:00,2,188.0
10000095,69584,2017-05-03 00:00:00,2,135.0
10000096,44916,2017-05-26 00:00:00,0,416.0
10000097,114987,2017-05-28 00:00:00,0,263.0
10000098,14152,2017-05-15 00:00:00,0,156.0
10000099,192730,2017-05-06 00:00:00,2,138.0
10000100,218594,2017-06-30 00:00:00,2,101.0
10000101,78991,2017-04-28 00:00:00,2,185.0
10000102,51661,2017-05-14 00:00:00,2,102.0
10000103,185369,2017-04-28 00:00:00,2,365.0
10000104,244971,2017-06-02 00:00:00,1,246.0
10000105,43139,2017-04-20 00:00:00,1,131.0
10000106,27363,2017-06-09 00:00:00,2,100.0
10000107,245904,2017-06-23 00:00:00,2,229.0
10000108,15848,2017-06-28 00:00:00,1,114.0
10000109,66152,2017-06-30 00:00:00,0,146.0
10000110,89874,2017-05-03 00:00:00,2,59.0
10000111,253351,2017-06-12 00:00:00,2,135.0
10000112,230578,2017-06-20 00:00:00,2,204.0
10000113,220054,2017-04-08 00:00:00,0,50.0
10000114,223321,2017-06-04 00:00:00,1,125.0
10000115,231082,2017-04-19 00:00:00,2,197.0
10000116,123685,2017-05-24 00:00:00,0,224.0
10000117,124236,2017-04-16 00:00:00,0,187.0
10000118,138548,2017-06-04 00:00:00,1,208.0
10000119,258536,2017-05-29 00:00:00,0,88.0
10000120,170412,2017-04-10 00:00:00,2,116.0
10000121,195290,2017-04-08 00:00:00,2,252.0
10000122,113477,2017-05-12 00:00:00,2,113.0
10000123,126789,2017-06-15 00:00:00,0,118.0
10000124,67527,2017-04-09 00:00:00,2,378.0
10000125,248378,2017-06-02 00:00:00,2,125.0
10000126,266932,2017-06-19 00:00:00,2,269.0
10000127,29365,2017-04-13 00:00:00,0,310.0
10000128,135680,2017-04-16 00:00:00,2,91.0
10000129,10556,2017-05-16 00:00:00,2,214.0
10000130,194476,2017-04-19 00:00:00,2,113.0
10000131,156471,2017-05-11 00:00:00,0,135.0
10000132,81776,2017-06-26 00:00:00,2,214.0
10000133,278356,2017-06-28 00:00:00,1,430.0
10000134,154498,2017-05-26 00:00:00,0,153.0
10000135,163286,2017-04-02 00:00:00,0,258.0
10000136,29511,2017-04-02 00:00:00,0,127.0
10000137,191472,2017-06-30 00:00:00,2,76.0
10000138,247593,2017-04-09 00:00:00,2,238.0
10000139,200013,2017-04-07 00:00:00,2,75.0
10000140,181018,2017-04-02 00:00:00,0,377.0
10000141,158645,2017-06-11 00:00:00,0,405.0
10000142,216496,2017-05-30 00:00:00,1,249.0
10000143,228615,2017-06-01 00:00:00,0,100.0
10000144,1889,2017-06-04 00:00:00,2,358.0
10000145,30801,2017-04-26 00:00:00,0,80.0
10000146,195102,2017-05-09 00:00:00,2,68.0
10000147,232353,2017-05-14 00:00:00,1,337.0
10000148,74133,2017-06-16 00:00:00,2,258.0
10000149,209578,2017-06-14 00:00:00,1,393.0
10000150,181460,2017-06-09 00:00:00,2,101.0
10000151,223837,2017-06-30 00:00:00,2,191.0
10000152,72,2017-06-11 00:00:00,1,453.0
10000153,265259,2017-04-06 00:00:00,1,115.0
10000154,59368,2017-06-25 00:00:00,2,227.0
10000155,100509,2017-05-22 00:00:00,1,50.0
10000156,116138,2017-05-29 00:00:00,2,213.0
10000157,168297,2017-05-06 00:00:00,2,269.0
10000158,227565,2017-05-12 00:00:00,0,375.0
10000159,1037,2017-04-06 00:00:00,2,423.0
10000160,158672,2017-06-16 00:00:00,1,68.0
10000161,79670,2017-04-29 00:00:00,1,147.0
10000162,68811,2017-04-17 00:00:00,0,161.0
10000163,7435,2017-06-13 00:00:00,2,102.0
10000164,5264,2017-06-25 00:00:00,0,113.0
10000165,242282,2017-05-18 00:00:00,2,107.0
10000166,21112,2017-04-04 00:00:00,2,273.0
10000167,246896,2017-05-19 00:00:00,2,301.0
10000168,118108,2017-06-17 00:00:00,0,50.0
10000169,154179,2017-06-25 00:00:00,1,120.0
10000170,103654,2017-06-09 00:00:00,2,361.0
10000171,38635,2017-05-09 00:00:00,0,250.0
10000172,276438,2017-05-16 00:00:00,1,454.0
10000173,134995,2017-05-29 00:00:00,2,282.0
10000174,219229,2017-04-30 00:00:00,1,194.0
10000175,93113,2017-05-24 00:00:00,2,146.0
10000176,113194,2017-05-11 00:00:00,1,56.0
10000177,188865,2017-06-23 00:00:00,2,131.0
10000178,57927,2017-06-25 00:00:00,0,125.0
10000179,273121,2017-04-02 00:00:00,0,319.0
10000180,96377,2017-05-24 00:00:00,2,68.0
10000181,36052,2017-06-08 00:00:00,0,140.0
10000182,246235,2017-04-06 00:00:00,1,281.0
10000183,134796,2017-04-25 00:00:00,2,161.0
10000184,62571,2017-05-19 00:00:00,2,255.0
10000185,210869,2017-05-11 00:00:00,2,189.0
10000186,240728,2017-04-04 00:00:00,1,169.0
10000187,244251,2017-06-24 00:00:00,0,141.0
10000188,73819,2017-04-13 00:00:00,2,138.0
10000189,142773,2017-05-27 00:00:00,1,134.0
10000190,149951,2017-04-06 00:00:00,0,197.0
10000191,44139,2017-05-03 00:00:00,2,74.0
10000192,59502,2017-05-12 00:00:00,2,357.0
10000193,165534,2017-06-09 00:00:00,2,259.0
10000194,107128,2017-06-19 00:00:00,2,316.0
10000195,16753,2017-06-29 00:00:00,2,282.0
10000196,175234,2017-06-13 00:00:00,2,80.0
10000197,179695,2017-04-17 00:00:00,0,158.0
10000198,178018,2017-06-09 00:00:00,1,290.0
10000199,13640,2017-05-03 00:00:00,2,223.0
10000200,64764,2017-04-05 00:00:00,2,126.0
10000201,34110,2017-04-22 00:00:00,2,285.0
10000202,82738,2017-04-08 00:00:00,2,125.0
10000203,111831,2017-04-20 00:00:00,2,186.0
10000204,152079,2017-04-12 00:00:00,0,60.0
10000205,131380,2017-04-06 00:00:00,1,226.0
10000206,159444,2017-06-06 00:00:00,2,169.0
10000207,275412,2017-06-01 00:00:00,1,272.0
10000208,47549,2017-06-29 00:00:00,2,77.0
10000209,230520,2017-04-24 00:00:00,2,187.0
10000210,193772,2017-04-15 00:00:00,0,371.0
10000211,87434,2017-06-19 00:00:00,2,225.0
10000212,242346,2017-05-28 00:00:00,0,80.0
10000213,195917,2017-05-11 00:00:00,1,161.0
10000214,229816,2017-05-20 00:00:00,0,184.0
10000215,132126,2017-06-17 00:00:00,1,189.0
10000216,90254,2017-04-20 00:00:00,2,181.0
10000217,214598,2017-04-22 00:00:00,1,80.0
10000218,10999,2017-06-25 00:00:00,2,143.0
10000219,117591,2017-04-16 00:00:00,0,114.0
10000220,176387,2017-05-31 00:00:00,0,50.0
10000221,26102,2017-05-25 00:00:00,2,58.0
10000222,236336,2017-05-18 00:00:00,1,198.0
10000223,57389,2017-04-05 00:00:00,0,186.0
10000224,99423,2017-06-18 00:00:00,1,104.0
10000225,221408,2017-04-17 00:00:00,2,280.0
10000226,130280,2017-04-18 00:00:00,1,127.0
10000227,63987,2017-05-09 00:00:00,2,255.0
10000228,120637,2017-05-23 00:00:00,2,121.0
10000229,208452,2017-05-16 00:00:00,2,286.0
10000230,209700,2017-06-10 00:00:00,2,250.0
10000231,180566,2017-06-27 00:00:00,0,407.0
10000232,157082,2017-06-20 00:00:00,1,127.0
10000233,68876,2017-06-19 00:00:00,1,155.0
10000234,138775,2017-05-18 00:00:00,2,142.0
10000235,162478,2017-06-08 00:00:00,2,99.0
10000236,25120,2017-04-18 00:00:00,0,253.0
10000237,260761,2017-04-11 00:00:00,1,189.0
10000238,233209,2017-05-14 00:00:00,1,53.0
10000239,144096,2017-05-31 00:00:00,1,112.0
10000240,124253,2017-04-30 00:00:00,2,297.0
10000241,229946,2017-05-16 00:00:00,1,77.0
10000242,208940,2017-05-03 00:00:00,0,143.0
10000243,45921,2017-06-23 00:00:00,2,53.0
10000244,169281,2017-05-26 00:00:00,1,273.0
10000245,94654,2017-04-27 00:00:00,2,141.0
10000246,180310,2017-04-25 00:00:00,0,53.0
10000247,256422,2017-05-18 00:00:00,2,168.0
10000248,116800,2017-04-08 00:00:00,1,140.0
10000249,192066,2017-06-19 00:00:00,1,158.0
10000250,14721,2017-06-30 00:00:00,2,145.0
10000251,228923,2017-05-30 00:00:00,2,268.0
10000252,55071,2017-05-17 00:00:00,1,244.0
10000253,145593,2017-06-06 00:00:00,0,115.0
10000254,4299,2017-05-04 00:00:00,2,298.0
10000255,140818,2017-05-22 00:00:00,0,91.0
10000256,49815,2017-04-02 00:00:00,1,173.0
10000257,2844,2017-06-02 00:00:00,0,196.0
10000258,192036,2017-06-25 00:00:00,2,122.0
10000259,6364,2017-06-12 00:00:00,2,100.0
10000260,255745,2017-05-04 00:00:00,1,52.0
10000261,243405,2017-05-30 00:00:00,0,101.0
10000262,123884,2017-06-26 00:00:00,2,310.0
10000263,102526,2017-06-09 00:00:00,1,194.0
10000264,263600,2017-05-05 00:00:00,2,335.0
10000265,15142,2017-05-17 00:00:00,1,258.0
10000266,254745,2017-05-26 00:00:00,2,89.0
10000267,75979,2017-06-24 00:00:00,2,117.0
10000268,68880,2017-06-07 00:00:00,2,198.0
10000269,2769,2017-05-29 00:00:00,1,129.0
10000270,42853,2017-04-04 00:00:00,2,104.0
10000271,71337,2017-05-31 00:00:00,1,52.0
10000272,32984,2017-05-06 00:00:00,2,277.0
10000273,85123,2017-04-02 00:00:00,1,145.0
10000274,176241,2017-06-26 00:00:00,0,115.0
10000275,157754,2017-06-06 00:00:00,0,193.0
10000276,146234,2017-04-18 00:00:00,1,251.0
10000277,177138,2017-04-12 00:00:00,0,410.0
10000278,34509,2017-05-02 00:00:00,2,242.0
10000279,226681,2017-04-04 00:00:00,2,74.0
10000280,116366,2017-05-28 00:00:00,0,256.0
10000281,226854,2017-05-26 00:00:00,0,307.0
10000282,265751,2017-06-08 00:00:00,2,230.0
10000283,38201,2017-05-12 00:00:00,1,218.0
10000284,139752,2017-05-09 00:00:00,2,156.0
10000285,262475,2017-04-29 00:00:00,2,51.0
10000286,146258,2017-06-18 00:00:00,1,196.0
10000287,99094,2017-06-04 00:00:00,1,53.0
10000288,244474,2017-05-30 00:00:00,2,242.0
10000289,80441,2017-06-25 00:00:00,1,98.0
10000290,251678,2017-05-04 00:00:00,0,285.0
10000291,63189,2017-05-13 00:00:00,2,173.0
10000292,150977,2017-06-27 00:00:00,2,209.0
10000293,8339,2017-06-26 00:00:00,2,197.0
10000294,251317,2017-06-27 00:00:00,2,301.0
10000295,98182,2017-04-23 00:00:00,2,185.0
10000296,152781,2017-06-06 00:00:00,0,51.0
10000297,29350,2017-06-14 00:00:00,1,224.0
10000298,60698,2017-06-06 00:00:00,1,310.0
10000299,169893,2017-04-08 00:00:00,1,334.0
10000300,52834,2017-05-09 00:00:00,2,228.0
10000301,183149,2017-05-02 00:00:00,0,98.0
10000302,141599,2017-06-20 00:00:00,0,91.0
10000303,18633,2017-05-28 00:00:00,1,258.0
10000304,23916,2017-04-08 00:00:00,0,475.0
10000305,4696,2017-05-03 00:00:00,2,100.0
10000306,22935,2017-05-03 00:00:00,1,320.0
10000307,41500,2017-04-03 00:00:00,0,233.0
10000308,51211,2017-06-17 00:00:00,1,440.0
10000309,226417,2017-06-27 00:00:00,2,494.0
10000310,257551,2017-06-28 00:00:00,1,136.0
10000311,196555,2017-04-27 00:00:00,2,305.0
10000312,274210,2017-04-28 00:00:00,2,235.0
10000313,229501,2017-04-06 00:00:00,1,278.0
10000314,53350,2017-05-02 00:00:00,1,168.0
10000315,104808,2017-05-07 00:00:00,2,168.0
10000316,132962,2017-05-24 00:00:00,1,223.0
10000317,224248,2017-05-27 00:00:00,0,98.0
10000318,121132,2017-04-16 00:00:00,2,91.0
10000319,150367,2017-04-19 00:00:00,2,165.0
10000320,2565,2017-06-03 00:00:00,0,273.0
10000321,194197,2017-06-02 00:00:00,2,140.0
10000322,78697,2017-06-17 00:00:00,0,162.0
10000323,88522,2017-04-04 00:00:00,1,173.0
10000324,4517,2017-05-07 00:00:00,2,438.0
10000325,244625,2017-04-15 00:00:00,2,115.0
10000326,93242,2017-04-04 00:00:00,1,114.0
10000327,115165,2017-04-20 00:00:00,0,162.0
10000328,162416,2017-05-12 00:00:00,0,80.0
10000329,201134,2017-04-28 00:00:00,0,260.0
10000330,128590,2017-06-14 00:00:00,1,360.0
10000331,200523,2017-05-23 00:00:00,2,219.0
10000332,124030,2017-06-20 00:00:00,1,158.0
10000333,36912,2017-06-13 00:00:00,2,169.0
10000334,43023,2017-04-03 00:00:00,1,377.0
10000335,46093,2017-04-08 00:00:00,2,357.0
10000336,255471,2017-04-08 00:00:00,2,220.0
10000337,270291,2017-04-08 00:00:00,0,94.0
10000338,260037,2017-06-24 00:00:00,2,66.0
10000339,93927,2017-06-17 00:00:00,2,196.0
10000340,81973,2017-04-04 00:00:00,2,60.0
10000341,243750,2017-05-20 00:00:00,0,83.0
10000342,127579,2017-04-29 00:00:00,2,394.0
10000343,140379,2017-05-29 00:00:00,2,98.0
10000344,127128,2017-04-18 00:00:00,0,60.0
10000345,197372,2017-04-07 00:00:00,0,340.0
10000346,206373,2017-05-22 00:00:00,2,158.0
10000347,142487,2017-05-23 00:00:00,2,173.0
10000348,221063,2017-05-09 00:00:00,0,68.0
10000349,11965,2017-05-06 00:00:00,2,82.0
10000350,241922,2017-06-21 00:00:00,2,117.0
10000351,42856,2017-04-29 00:00:00,2,287.0
10000352,55550,2017-05-05 00:00:00,2,151.0
10000353,123875,2017-04-18 00:00:00,1,113.0
10000354,138405,2017-04-26 00:00:00,1,120.0
10000355,17911,2017-06-28 00:00:00,0,58.0
10000356,137453,2017-06-30 00:00:00,1,187.0
10000357,178192,2017-06-20 00:00:00,0,127.0
10000358,70231,2017-05-29 00:00:00,2,101.0
10000359,277790,2017-06-25 00:00:00,1,275.0
10000360,163556,2017-06-19 00:00:00,2,299.0
10000361,53763,2017-04-28 00:00:00,2,60.0
10000362,57814,2017-04-28 00:00:00,2,194.0
10000363,18536,2017-06-01 00:00:00,0,444.0
10000364,94450,2017-06-27 00:00:00,0,215.0
10000365,106702,2017-05-25 00:00:00,2,68.0
10000366,231016,2017-06-04 00:00:00,0,91.0
10000367,132897,2017-05-09 00:00:00,2,114.0
10000368,63409,2017-05-12 00:00:00,0,279.0
10000369,46785,2017-05-10 00:00:00,0,197.0
10000370,157491,2017-05-27 00:00:00,0,113.0
10000371,31410,2017-06-15 00:00:00,2,142.0
10000372,56756,2017-06-28 00:00:00,2,158.0
10000373,107668,2017-06-12 00:00:00,2,131.0
10000374,217787,2017-06-07 00:00:00,0,102.0
10000375,256136,2017-04-14 00:00:00,2,115.0
10000376,120667,2017-06-18 00:00:00,1,158.0
10000377,97655,2017-05-14 00:00:00,0,177.0
10000378,2889,2017-04-25 00:00:00,2,113.0
10000379,175860,2017-06-30 00:00:00,2,112.0
10000380,195995,2017-05-21 00:00:00,1,308.0
10000381,199827,2017-04-24 00:00:00,1,353.0
10000382,106366,2017-06-19 00:00:00,0,260.0
10000383,161784,2017-05-05 00:00:00,0,197.0
10000384,205448,2017-04-17 00:00:00,2,140.0
10000385,9770,2017-05-30 00:00:00,2,293.0
10000386,262050,2017-06-07 00:00:00,2,343.0
10000387,67339,2017-05-06 00:00:00,2,223.0
10000388,249217,2017-06-22 00:00:00,0,401.0
10000389,27063,2017-06-13 00:00:00,2,399.0
10000390,256033,2017-06-06 00:00:00,2,139.0
10000391,49510,2017-05-26 00:00:00,0,191.0
10000392,15944,2017-05-24 00:00:00,2,117.0
10000393,143881,2017-06-07 00:00:00,1,384.0
10000394,25857,2017-06-26 00:00:00,0,257.0
10000395,14034,2017-04-06 00:00:00,0,211.0
10000396,113385,2017-05-30 00:00:00,0,438.0
10000397,137338,2017-04-13 00:00:00,2,227.0
10000398,190048,2017-04-03 00:00:00,2,402.0
10000399,11313,2017-04-20 00:00:00,2,253.0
10000400,185067,2017-06-28 00:00:00,2,222.0
10000401,194264,2017-04-23 00:00:00,0,140.0
10000402,39666,2017-06-19 00:00:00,1,335.0
10000403,53919,2017-06-17 00:00:00,2,50.0
10000404,193766,2017-06-12 00:00:00,2,272.0
10000405,178602,2017-06-11 00:00:00,2,60.0
10000406,195574,2017-05-16 00:00:00,2,50.0
10000407,45383,2017-05-11 00:00:00,2,143.0
10000408,247332,2017-06-10 00:00:00,2,238.0
10000409,13240,2017-04-14 00:00:00,0,157.0
10000410,19004,2017-05-05 00:00:00,2,265.0
10000411,138916,2017-05-15 00:00:00,1,149.0
10000412,251412,2017-05-22 00:00:00,1,246.0
10000413,2882,2017-06-01 00:00:00,1,236.0
10000414,88097,2017-04-18 00:00:00,0,256.0
10000415,183299,2017-06-17 00:00:00,1,487.0
10000416,36272,2017-04-04 00:00:00,0,196.0
10000417,261034,2017-06-10 00:00:00,2,130.0
10000418,182173,2017-06-05 00:00:00,0,176.0
10000419,76237,2017-06-03 00:00:00,1,285.0
10000420,167169,2017-05-14 00:00:00,0,249.0
10000421,221984,2017-05-30 00:00:00,0,238.0
10000422,98377,2017-04-04 00:00:00,2,91.0
10000423,111925,2017-04-25 00:00:00,1,140.0
10000424,220311,2017-05-15 00:00:00,2,342.0
10000425,217242,2017-04-26 00:00:00,0,105.0
10000426,22280,2017-06-17 00:00:00,1,187.0
10000427,177303,2017-05-16 00:00:00,2,215.0
10000428,277135,2017-06-07 00:00:00,1,59.0
10000429,268945,2017-04-28 00:00:00,2,88.0
10000430,190753,2017-05-30 00:00:00,1,60.0
10000431,17363,2017-05-28 00:00:00,1,119.0
10000432,57529,2017-06-01 00:00:00,2,196.0
10000433,22325,2017-04-28 00:00:00,0,296.0
10000434,110823,2017-04-02 00:00:00,0,184.0
10000435,21914,2017-04-07 00:00:00,2,265.0
10000436,130375,2017-04-06 00:00:00,2,349.0
10000437,167697,2017-04-16 00:00:00,0,165.0
10000438,77416,2017-04-24 00:00:00,1,330.0
10000439,64800,2017-05-23 00:00:00,0,230.0
10000440,112144,2017-06-01 00:00:00,0,80.0
10000441,237739,2017-05-26 00:00:00,2,277.0
10000442,103076,2017-06-03 00:00:00,1,121.0
10000443,238218,2017-06-24 00:00:00,2,111.0
10000444,144165,2017-05-12 00:00:00,2,196.0
10000445,231532,2017-05-12 00:00:00,2,313.0
10000446,148711,2017-06-20 00:00:00,1,192.0
10000447,17173,2017-04-29 00:00:00,2,275.0
10000448,144209,2017-05-05 00:00:00,0,104.0
10000449,81570,2017-05-18 00:00:00,0,238.0
10000450,222790,2017-04-24 00:00:00,0,131.0
10000451,197367,2017-04-22 00:00:00,2,97.0
10000452,79055,2017-04-27 00:00:00,2,189.0
10000453,66073,2017-05-19 00:00:00,2,474.0
10000454,214735,2017-05-05 00:00:00,0,145.0
10000455,85887,2017-06-30 00:00:00,1,178.0
10000456,158905,2017-06-09 00:00:00,2,248.0
10000457,58548,2017-06-17 00:00:00,2,129.0
10000458,276611,2017-04-28 00:00:00,2,311.0
10000459,255596,2017-05-19 00:00:00,2,111.0
10000460,107721,2017-04-29 00:00:00,2,68.0
10000461,256163,2017-04-04 00:00:00,2,248.0
10000462,138967,2017-05-22 00:00:00,0,231.0
10000463,21998,2017-04-08 00:00:00,2,238.0
10000464,251497,2017-04-24 00:00:00,0,119.0
10000465,245134,2017-05-19 00:00:00,1,113.0
10000466,101885,2017-05-18 00:00:00,2,311.0
10000467,62377,2017-06-21 00:00:00,1,414.0
10000468,195822,2017-04-14 00:00:00,2,144.0
10000469,170698,2017-06-22 00:00:00,2,174.0
10000470,47641,2017-06-04 00:00:00,0,132.0
10000471,25412,2017-04-21 00:00:00,2,304.0
10000472,145934,2017-05-13 00:00:00,2,231.0
10000473,27990,2017-04-12 00:00:00,1,298.0
10000474,66014,2017-04-27 00:00:00,0,205.0
10000475,606,2017-06-05 00:00:00,2,113.0
10000476,7428,2017-06-06 00:00:00,1,254.0
10000477,102669,2017-05-03 00:00:00,2,202.0
10000478,157534,2017-06-08 00:00:00,2,462.0
10000479,76619,2017-05-25 00:00:00,0,472.0
10000480,200606,2017-06-09 00:00:00,1,255.0
10000481,257215,2017-06-08 00:00:00,0,85.0
10000482,156398,2017-05-02 00:00:00,0,254.0
10000483,15850,2017-06-29 00:00:00,1,146.0
10000484,221733,2017-04-23 00:00:00,0,285.0
10000485,60034,2017-04-27 00:00:00,2,179.0
10000486,265151,2017-06-05 00:00:00,1,272.0
10000487,96141,2017-06-28 00:00:00,1,142.0
10000488,228232,2017-06-28 00:00:00,0,69.0
10000489,39877,2017-05-25 00:00:00,0,223.0
10000490,157034,2017-05-26 00:00:00,1,142.0
10000491,41409,2017-05-01 00:00:00,1,398.0
10000492,242505,2017-05-04 00:00:00,2,127.0
10000493,140712,2017-05-29 00:00:00,0,222.0
10000494,208996,2017-05-29 00:00:00,0,122.0
10000495,156537,2017-05-03 00:00:00,0,304.0
10000496,204445,2017-05-10 00:00:00,1,260.0
10000497,93220,2017-06-03 00:00:00,2,140.0
10000498,166980,2017-06-27 00:00:00,2,183.0
10000499,117347,2017-05-10 00:00:00,2,331.0
10000500,183792,2017-05-25 00:00:00,0,316.0
10000501,221208,2017-06-11 00:00:00,0,306.0
10000502,230561,2017-05-30 00:00:00,2,365.0
10000503,251365,2017-05-11 00:00:00,1,333.0
10000504,271663,2017-05-29 00:00:00,1,293.0
10000505,17275,2017-04-25 00:00:00,1,53.0
10000506,110437,2017-04-10 00:00:00,1,331.0
10000507,157440,2017-06-13 00:00:00,2,201.0
10000508,45009,2017-06-27 00:00:00,2,189.0
10000509,112620,2017-06-25 00:00:00,2,180.0
10000510,80728,2017-04-02 00:00:00,2,63.0
10000511,103874,2017-06-30 00:00:00,1,89.0
10000512,60170,2017-06-21 00:00:00,2,195.0
10000513,205909,2017-04-24 00:00:00,0,129.0
10000514,96046,2017-06-12 00:00:00,1,101.0
10000515,60590,2017-04-17 00:00:00,0,150.0
10000516,132696,2017-05-24 00:00:00,2,216.0
10000517,264652,2017-04-30 00:00:00,0,122.0
10000518,151566,2017-04-27 00:00:00,0,235.0
10000519,29977,2017-05-07 00:00:00,1,225.0
10000520,12777,2017-06-25 00:00:00,0,289.0
10000521,199083,2017-04-02 00:00:00,1,136.0
10000522,88376,2017-04-07 00:00:00,1,51.0
10000523,185584,2017-04-30 00:00:00,2,177.0
10000524,55525,2017-04-19 00:00:00,0,324.0
10000525,198560,2017-06-01 00:00:00,2,138.0
10000526,150945,2017-06-01 00:00:00,0,203.0
10000527,200015,2017-06-10 00:00:00,0,110.0
10000528,144217,2017-05-01 00:00:00,2,179.0
10000529,277595,2017-05-13 00:00:00,1,80.0
10000530,128070,2017-04-11 00:00:00,2,80.0
10000531,115180,2017-06-23 00:00:00,2,111.0
10000532,204552,2017-04-12 00:00:00,2,66.0
10000533,268238,2017-04-03 00:00:00,0,115.0
10000534,165310,2017-06-22 00:00:00,1,247.0
10000535,188222,2017-04-23 00:00:00,2,291.0
10000536,77900,2017-05-26 00:00:00,2,300.0
10000537,132593,2017-05-15 00:00:00,0,136.0
10000538,258363,2017-05-25 00:00:00,2,254.0
